name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"lagos,nigeria",18 11 2020,35,25.2,28.2,39.5,25.2,32.2,25,84.1,0.5,100,8.33,rain,0,0,29.9,16.6,232.6,1010.6,51.2,8.9,212.7,18.2,7,,2020-11-18T06:37:15,2020-11-18T18:26:06,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",19 11 2020,33,25,28.1,37.7,25,31.5,24.7,83.1,0.6,100,16.67,rain,0,0,27.7,16.6,237.8,1010.2,66.8,8.8,199.4,17.3,7,,2020-11-19T06:37:35,2020-11-19T18:26:13,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",20 11 2020,38.6,24.2,28.2,47.8,24.2,31.5,24.7,82.4,0.3,100,12.5,rain,0,0,22.3,16.6,237.3,1009.9,61.4,8.2,217,18.7,7,,2020-11-20T06:37:56,2020-11-20T18:26:21,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",21 11 2020,33.7,25.1,28,39.3,25.1,31.7,24.6,82.2,1,100,25,rain,0,0,27.7,16.6,217.2,1010.4,72.8,8.9,186.5,16.1,7,,2020-11-21T06:38:18,2020-11-21T18:26:30,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",22 11 2020,35,24.6,28.7,42.1,24.6,32.4,24.7,80.7,0.1,100,4.17,rain,0,0,26.3,16.6,226.5,1011.1,60.8,7.6,222.2,19.3,8,,2020-11-22T06:38:40,2020-11-22T18:26:40,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",23 11 2020,32.9,24,28.4,40.2,24,33.2,24.3,79.6,0.2,100,8.33,rain,0,0,25.2,14.8,241.5,1011.9,56.3,9.2,217.2,18.5,8,,2020-11-23T06:39:03,2020-11-23T18:26:51,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",24 11 2020,33.1,24.9,27.5,40.2,24.9,30.9,25.1,86.8,16,100,4.17,rain,0,0,25.2,14.8,214.7,1012.1,52.5,9.3,185.5,15.9,6,,2020-11-24T06:39:27,2020-11-24T18:27:02,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",25 11 2020,30.1,25,27.1,36.5,25,30.1,25,88.6,2,100,4.17,rain,0,0,26.6,14.1,218.9,1010.7,59.4,9.5,207.1,17.8,7,,2020-11-25T06:39:51,2020-11-25T18:27:15,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",26 11 2020,33,17,27,40.6,17,30.4,23.8,83.3,1.5,100,20.83,rain,0,0,26.3,44.6,219.4,1010.5,56.8,9.9,195.9,16.9,7,,2020-11-26T06:40:16,2020-11-26T18:27:29,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",27 11 2020,33,19,27.2,42.1,19,30.8,23.7,81.5,2.8,100,16.67,rain,0,0,27.7,25.2,234.7,1011.7,70.4,10.5,177.1,15.2,8,,2020-11-27T06:40:41,2020-11-27T18:27:43,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",28 11 2020,31.6,20.5,27.3,38.8,20.5,30.6,23.8,81.9,1.9,100,8.33,rain,0,0,21.6,18,225.4,1012.2,59.5,10.2,147.1,12.7,6,,2020-11-28T06:41:07,2020-11-28T18:27:59,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",29 11 2020,34.1,25,27.9,40.5,25,31.3,24.2,81.2,1.2,100,20.83,rain,0,0,23.4,20.5,243.7,1011.4,58.2,11.3,209.6,18.1,8,,2020-11-29T06:41:34,2020-11-29T18:28:15,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",30 11 2020,33,25,28.4,42.1,25,32.5,25.1,83.4,0.5,100,16.67,rain,0,0,27.7,35.3,265.8,1011.4,63.8,9.8,227.3,19.7,8,,2020-11-30T06:42:00,2020-11-30T18:28:32,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",1 12 2020,34,25.1,28.7,42.1,25.1,33.4,25.2,82.6,0.5,100,12.5,rain,0,0,31.3,16.9,224.4,1011.2,47,9,211.3,18.2,7,,2020-12-01T06:42:28,2020-12-01T18:28:50,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",2 12 2020,33.1,25.8,28.5,42,25.8,33.3,25.3,83.3,0.6,100,20.83,rain,0,0,29.5,18,237.9,1011.5,54.5,9.8,222.2,19.2,8,,2020-12-02T06:42:55,2020-12-02T18:29:09,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",3 12 2020,33,24.6,28.3,40.6,24.6,31.8,23.9,79.1,0.6,100,16.67,rain,0,0,31,18.4,250,1011.8,55.4,11,210,18.4,7,,2020-12-03T06:43:23,2020-12-03T18:29:28,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",4 12 2020,33,26,28.5,40.6,26,32.8,25,82.2,1.1,100,29.17,rain,0,0,29.5,50,248.8,1012.5,44.8,11.4,218.6,18.8,8,,2020-12-04T06:43:52,2020-12-04T18:29:49,0.64,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain clearing later.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",5 12 2020,38,25,28.8,47.3,25,33,25.1,82,0.1,100,4.17,rain,0,0,28.1,22.3,222.5,1012,44.1,9.8,218.2,18.7,8,,2020-12-05T06:44:20,2020-12-05T18:30:10,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",6 12 2020,33.1,25.2,28.9,41.9,25.2,34,25.4,82.4,0.3,100,4.17,rain,0,0,30.6,17,224.4,1011.4,50.4,10.6,180.6,15.5,6,,2020-12-06T06:44:50,2020-12-06T18:30:32,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",7 12 2020,34,23,28.7,40.6,23,33.2,25.1,82,0.5,100,12.5,rain,0,0,29.9,25.2,204,1012.4,65.5,11.3,165.2,14.2,6,,2020-12-07T06:45:19,2020-12-07T18:30:55,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",8 12 2020,33,24,27.5,40.6,24,30.5,24.2,83.2,1.8,100,12.5,rain,0,0,27,39.6,236.6,1012.8,62.1,9.7,201.9,17.5,7,,2020-12-08T06:45:48,2020-12-08T18:31:18,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",9 12 2020,34.7,24.7,28.6,42.6,24.7,32.6,24.8,81.3,0.5,100,12.5,rain,0,0,28.1,20.5,236.4,1012,60.8,10.1,189.9,16.3,7,,2020-12-09T06:46:18,2020-12-09T18:31:42,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",10 12 2020,32,24.6,28.2,40.1,24.6,32.6,25,83.3,0.1,100,4.17,rain,0,0,27.4,22.6,228.4,1012.1,54.8,9.7,163,14.1,6,,2020-12-10T06:46:48,2020-12-10T18:32:06,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",11 12 2020,33,25.9,28.6,41.3,25.9,33.4,25.5,83.8,0.8,100,16.67,rain,0,0,29.5,21.6,231.8,1012.3,48.3,10.4,202.3,17.4,8,,2020-12-11T06:47:18,2020-12-11T18:32:32,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",12 12 2020,33,24.2,28.4,40.9,24.2,32.5,25.1,83.1,1.4,100,16.67,rain,0,0,83.5,18,233.5,1011.8,56.4,9.9,198.7,17,7,,2020-12-12T06:47:49,2020-12-12T18:32:58,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",13 12 2020,32.1,25,27.6,38.4,25,30.7,24.8,85.4,2.2,100,25,rain,0,0,28.1,16.6,226.3,1010.6,56.4,10,168.6,14.6,6,,2020-12-13T06:48:19,2020-12-13T18:33:24,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",14 12 2020,32.1,24,27.5,47.1,24,31.2,24.9,86.5,5,100,4.17,rain,0,0,24.5,18,225,1010.4,57.6,9.8,181.2,15.6,7,,2020-12-14T06:48:50,2020-12-14T18:33:51,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",15 12 2020,31,23,27.5,39.1,23,30.9,24.6,85,5,100,4.17,rain,0,0,24.1,18.4,215.6,1010.4,62.1,11.2,176.7,15.1,7,,2020-12-15T06:49:20,2020-12-15T18:34:18,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",16 12 2020,33,25,27.9,42.1,25,31.7,25.2,85.7,1.1,100,4.17,rain,0,0,26.3,16.6,244.9,1010.9,67.5,9,197.2,16.9,7,,2020-12-16T06:49:50,2020-12-16T18:34:46,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",17 12 2020,33,25,28,40.6,25,31.7,25,84.9,0.4,100,12.5,rain,0,0,29.5,28.8,278.4,1011.1,64.4,8.8,180.3,15.6,7,,2020-12-17T06:50:21,2020-12-17T18:35:14,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",18 12 2020,34,25,28,39.4,25,31.3,25,85.1,2,100,4.17,rain,0,0,28.4,15.1,230.3,1010.9,59.5,8.5,208,17.9,7,,2020-12-18T06:50:51,2020-12-18T18:35:43,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",19 12 2020,32.4,25.8,27.7,38.6,25.8,30.9,24.9,85.3,4,100,4.17,rain,0,0,28.4,14.8,230.1,1010.5,52.9,9.8,193,16.7,7,,2020-12-19T06:51:21,2020-12-19T18:36:12,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",20 12 2020,33.6,25,27.8,41.4,25,31.6,25.3,86.7,15,100,4.17,rain,0,0,25.2,14.8,228.3,1010.7,45.7,9.6,183.4,16,7,,2020-12-20T06:51:52,2020-12-20T18:36:41,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",21 12 2020,31.7,25.2,27.6,37.6,25.2,30.9,25.1,86.7,0.8,100,20.83,rain,0,0,25.9,16.6,235.9,1011.1,64.5,9.6,198,17.1,7,,2020-12-21T06:52:21,2020-12-21T18:37:11,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",22 12 2020,34.2,25.7,28.3,40.6,25.7,32.5,25.2,84.1,0.9,100,25,rain,0,0,26.6,25.2,238.2,1010.8,63.6,6.9,199.9,17.2,7,,2020-12-22T06:52:51,2020-12-22T18:37:41,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",23 12 2020,35.6,25,28.7,42,25,33,25.2,82.4,0.3,100,8.33,rain,0,0,26.3,18,211.8,1010.7,57.1,8.9,201.5,17.5,7,,2020-12-23T06:53:21,2020-12-23T18:38:11,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",24 12 2020,32,25.7,27.9,40.6,25.7,31.9,25.2,85.9,7,100,4.17,rain,0,0,28.1,18.4,242.9,1010,64.6,9,204.4,17.7,8,,2020-12-24T06:53:50,2020-12-24T18:38:42,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",25 12 2020,34,25.2,28.2,42.8,25.2,32.2,25.3,85.4,0.3,100,8.33,rain,0,0,28.8,18.4,225.5,1009.6,52.7,8.6,211.3,18.2,8,,2020-12-25T06:54:19,2020-12-25T18:39:12,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",26 12 2020,34.1,24.4,28,38.5,24.4,30,23.2,78.1,0,0,0,,0,0,25.2,24.1,217.5,1009.6,45.5,6.9,244.1,21.1,9,,2020-12-26T06:54:47,2020-12-26T18:39:43,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",27 12 2020,34,23.4,27.8,39.4,23.4,30.1,23.1,77,5,100,4.17,rain,0,0,25.6,13,246,1009.8,47.7,6.6,248.1,21.5,9,,2020-12-27T06:55:15,2020-12-27T18:40:14,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",28 12 2020,33,24,27.8,38.2,24,30.5,23.7,79.3,0,0,0,,0,0,32.4,21.2,317.8,1010.1,60.5,7.1,236.6,20.5,8,,2020-12-28T06:55:43,2020-12-28T18:40:45,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",29 12 2020,34,24,27.7,40.6,24,29.9,23.4,78.4,0,0,0,,0,0,37.1,18,242,1009.6,51.9,5.6,233.6,20.2,9,,2020-12-29T06:56:10,2020-12-29T18:41:16,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",30 12 2020,34.1,23.7,28,42.1,23.7,31.2,24.2,81.1,0,0,0,,0,0,43.2,18.4,252.8,1010.3,56.3,5.5,220.5,19.1,8,,2020-12-30T06:56:37,2020-12-30T18:41:47,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",31 12 2020,35.4,24,28.1,40.6,24,31.2,24.2,80.9,0,0,0,,0,0,28.4,16.6,212.9,1011,47.9,6.2,207.5,17.9,7,,2020-12-31T06:57:03,2020-12-31T18:42:17,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",1 01 2021,33.1,25,28.5,40.9,25,32.7,24.9,81.5,0,0,0,,0,0,31.3,13,219,1010.6,65.2,5.5,219.8,19,8,,2021-01-01T06:57:29,2021-01-01T18:42:48,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",2 01 2021,34,26,28.9,42,26,33.9,25.3,81.7,0.4,100,16.67,rain,0,0,31.7,14.8,223.6,1010.6,56.3,8.4,209.4,18.2,8,,2021-01-02T06:57:55,2021-01-02T18:43:19,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",3 01 2021,33,25.4,28.5,40.6,25.4,33.5,25.6,85,0.3,100,4.17,rain,0,0,30.6,17.3,217.2,1010.4,43,7.6,201.7,17.3,6,,2021-01-03T06:58:19,2021-01-03T18:43:50,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",4 01 2021,34,22,28.5,43.5,22,33.2,25.2,83.7,0.4,100,12.5,rain,0,0,33.1,38.9,240.5,1009.9,48.8,8.8,209.5,18.1,7,,2021-01-04T06:58:43,2021-01-04T18:44:20,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",5 01 2021,34.1,22.7,28.1,42.1,22.7,31.7,24.4,81.7,2,100,4.17,rain,0,0,83.5,19.1,237.6,1009.4,47.1,9.6,206.4,17.9,8,,2021-01-05T06:59:07,2021-01-05T18:44:50,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",6 01 2021,33.4,22,28.2,41.6,22,32.1,24.8,82.8,0.7,100,20.83,rain,0,0,31.3,22.3,236.1,1009.9,62.5,9.3,176.4,15.3,7,,2021-01-06T06:59:30,2021-01-06T18:45:20,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",7 01 2021,33.3,23,27.4,41.2,23,31,24.2,82.8,0.8,100,29.17,rain,0,0,32.4,50,199.3,1010.7,75.1,9.2,192.6,16.7,7,,2021-01-07T06:59:52,2021-01-07T18:45:50,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",8 01 2021,33,23.1,27.7,40.6,23.1,31.3,25.1,86.2,0.8,100,20.83,rain,0,0,31.3,16.9,246,1010.9,83.4,10.2,197.8,17.1,8,,2021-01-08T07:00:13,2021-01-08T18:46:20,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",9 01 2021,33.1,24.9,28.5,40.1,24.9,32.5,24.3,79.6,0.2,100,8.33,rain,0,0,29.5,20.5,234.3,1010.4,55.3,9.8,200.6,17.3,7,,2021-01-09T07:00:34,2021-01-09T18:46:49,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",10 01 2021,33,21,28.1,40.6,21,32.2,25,84,0.6,100,12.5,rain,0,0,28.4,46.8,247.6,1009.8,51.4,10.1,202.2,17.5,7,,2021-01-10T07:00:53,2021-01-10T18:47:18,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",11 01 2021,33.1,19,27.6,40.6,19,31.3,24.4,83.4,0,0,0,,0,0,28.4,50.4,255.2,1010.5,54.5,9.6,202.5,17.4,8,,2021-01-11T07:01:13,2021-01-11T18:47:46,0.94,Partially cloudy,Partly cloudy throughout the day.,wind,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",12 01 2021,32.6,17,27.4,38.8,17,30.4,24.5,85.2,0.1,100,4.17,rain,0,0,32.8,18,265.7,1011.6,55,9.6,196.1,16.9,8,,2021-01-12T07:01:31,2021-01-12T18:48:14,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",13 01 2021,34,25.1,28.6,40.6,25.1,32.6,24.8,81.1,0.8,100,8.33,rain,0,0,36,31.4,231.9,1011.8,60.2,9.3,207,17.9,7,,2021-01-13T07:01:48,2021-01-13T18:48:42,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",14 01 2021,32.9,15,27.7,39.2,15,31.1,23.5,78.8,0.2,100,8.33,rain,0,0,29.9,22.3,227.5,1012.2,49.3,9.6,211.8,18.2,7,,2021-01-14T07:02:05,2021-01-14T18:49:09,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",15 01 2021,35.9,24.4,28.3,38.8,24.4,31.8,24.4,80.8,1.9,100,20.83,rain,0,0,29.5,16.6,228.4,1009.7,52.9,9,220.6,19.1,8,,2021-01-15T07:02:21,2021-01-15T18:49:36,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",16 01 2021,31,24.6,27.4,36.5,24.6,30.1,24,82.5,2.8,100,29.17,rain,0,0,28.1,15.1,222.5,1009.1,57.2,8.8,168.6,14.4,6,,2021-01-16T07:02:36,2021-01-16T18:50:02,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",17 01 2021,33.9,25,28.2,41.5,25,32,24.9,83.3,0.4,100,8.33,rain,0,0,23.8,14.8,188.6,1009.9,51.7,7.9,205.5,17.7,8,,2021-01-17T07:02:50,2021-01-17T18:50:28,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",18 01 2021,36,25,28.1,39.1,25,31.7,24.7,83.2,1,100,4.17,rain,0,0,27.7,16.6,221.3,1010.5,51.2,8.2,211.3,18.1,8,,2021-01-18T07:03:03,2021-01-18T18:50:53,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",19 01 2021,34,24.9,28.5,40.6,24.9,32.1,24.4,79.7,0.6,100,12.5,rain,0,0,31.3,16.6,225.6,1011.2,53.7,8.9,204.9,17.8,8,,2021-01-19T07:03:16,2021-01-19T18:51:18,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",20 01 2021,34.1,25.6,28.8,40.6,25.6,32.9,24.8,80.2,0.2,100,8.33,rain,0,0,27.7,18.4,256.7,1011,50.5,7,240.4,20.7,8,,2021-01-20T07:03:27,2021-01-20T18:51:42,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",21 01 2021,33.6,16,27.4,36.3,16,28.5,21,72,0,0,0,,0,0,28.1,39.6,84.8,1011.3,50.4,4.7,244.2,21.2,9,,2021-01-21T07:03:37,2021-01-21T18:52:06,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",22 01 2021,33.1,22.7,27.7,34.4,22.7,28.4,20.9,70.3,0.1,100,4.17,rain,0,0,26.3,20.5,1,1011.2,42.9,2.4,236.4,20.6,8,,2021-01-22T07:03:47,2021-01-22T18:52:29,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",23 01 2021,34.1,16,27.4,37.3,16,28.9,21,71.8,0,0,0,,0,0,29.2,36,242.3,1011.2,51,3.2,234.6,20.3,9,,2021-01-23T07:03:56,2021-01-23T18:52:51,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",24 01 2021,34,23,27.2,35.8,23,28.8,22.6,77.9,0,0,0,,0,0,28.4,15.5,210.2,1009.9,55.4,3,244.6,21.1,9,,2021-01-24T07:04:03,2021-01-24T18:53:13,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",25 01 2021,32.9,23.4,27.9,38.6,23.4,30.9,24,80.7,0,0,0,,0,0,29.5,14.8,196.3,1010.8,42.2,3.2,236.3,20.4,9,,2021-01-25T07:04:10,2021-01-25T18:53:34,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",26 01 2021,34,18,28.4,40.6,18,32,23.9,77.8,0.1,100,4.17,rain,0,0,33.8,24.1,212.7,1011.1,41,4.5,239.9,20.7,9,,2021-01-26T07:04:16,2021-01-26T18:53:54,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",27 01 2021,34,24.9,28.8,39.4,24.9,33.2,25,81,0,0,0,,0,0,34.6,16.9,226.1,1010.4,52.2,4.6,237.4,20.5,9,,2021-01-27T07:04:21,2021-01-27T18:54:14,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",28 01 2021,33.4,25.8,28.4,41.3,25.8,33.3,25.6,85.7,0.5,100,20.83,rain,0,0,31.3,15.8,214.1,1010.3,47.8,6.4,198.6,17.2,7,,2021-01-28T07:04:25,2021-01-28T18:54:33,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65210099999,DNMM,remote,65201099999"
"lagos,nigeria",29 01 2021,34,25.7,29.1,42,25.7,34.3,25.4,81.8,0,0,0,,0,0,28.8,22.3,206.1,1010.8,44.3,6.7,210.9,18.1,7,,2021-01-29T07:04:28,2021-01-29T18:54:52,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,VRJU8,DNMM,remote,65201099999"
"lagos,nigeria",30 01 2021,33.6,22,28.3,39.8,22,32.6,24.1,79.6,0,0,0,,0,0,30.2,22.3,234.2,1010.7,58,6.8,232.4,20.2,9,,2021-01-30T07:04:30,2021-01-30T18:55:09,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
